_step,actor/entropy,actor/grad_norm,actor/loss,actor/lr,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,perf/throughput,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,timing_s/step,training/global_step,training/num_turns/max,training/num_turns/mean,training/num_turns/min
100,0.16268953680992126,0.4701468050479889,0.06887216866016388,5e-07,1.0,0.23554688692092896,-0.20000000298023224,1.0,0.23554688692092896,-0.20000000298023224,702.9636688118991,0.01171875,1024,402.30078125,1,65.6908060099995,100,6,3.90625,2
101,0.16485223174095154,0.5236116051673889,0.05886010080575943,5e-07,1.0,0.2681640684604645,-0.20000000298023224,1.0,0.2681640684604645,-0.20000000298023224,787.480964876082,0.0078125,1024,405.90234375,54,58.895074381001905,101,6,3.9765625,2
102,0.15002544224262238,0.44274842739105225,0.11460462957620621,5e-07,1.0,0.25312498211860657,-0.20000000298023224,1.0,0.25312498211860657,-0.20000000298023224,811.7499306405231,0.01171875,1024,402.62109375,1,56.832465588999185,102,6,3.9296875,2
103,0.14226815104484558,0.4241342842578888,0.10587669909000397,5e-07,1.0,0.2886718809604645,-0.20000000298023224,1.0,0.2886718809604645,-0.20000000298023224,810.1457954664174,0.0078125,1024,403.6953125,130,57.13107475099969,103,6,3.953125,2
104,0.15392814576625824,0.5012891888618469,-0.007179738953709602,5e-07,1.0,0.2611328363418579,-0.10000000149011612,1.0,0.2611328363418579,-0.10000000149011612,835.1643819586039,0.00390625,911,396.0625,44,54.820345537998946,104,4,3.9765625,2
105,0.17156289517879486,0.5734682679176331,0.09621290862560272,5e-07,1.0,0.2958984673023224,-0.20000000298023224,1.0,0.2958984673023224,-0.20000000298023224,784.265720336823,0.015625,1024,408.12109375,27,59.40429218300051,105,4,3.9296875,2
106,0.15521648526191711,0.5930169820785522,0.06787502765655518,5e-07,1.0,0.29902344942092896,-0.10000000149011612,1.0,0.29902344942092896,-0.10000000149011612,826.8561648946254,0.00390625,1024,414.4609375,63,56.85692626599848,106,6,4.0234375,2
107,0.1773321032524109,0.5060407519340515,0.17442607879638672,5e-07,1.0,0.25078126788139343,-0.20000000298023224,1.0,0.25078126788139343,-0.20000000298023224,812.9250622466433,0.015625,1024,405.375,1,56.83180670100046,107,6,3.9453125,2
108,0.17109984159469604,0.47944483160972595,-0.0020541157573461533,5e-07,1.0,0.2787109315395355,-0.20000000298023224,1.0,0.2787109315395355,-0.20000000298023224,833.2098283828294,0.00390625,625,392.9140625,175,54.81512392700097,108,4,3.9609375,2
109,0.19900037348270416,0.49984210729599,0.08041764050722122,5e-07,1.0,0.22207030653953552,-0.20000000298023224,1.0,0.22207030653953552,-0.20000000298023224,790.5693178164292,0.01953125,1024,411.32421875,1,59.42900760399789,109,6,3.9140625,2
110,0.18251068890094757,0.46795347332954407,0.02938130870461464,5e-07,1.0,0.2607421576976776,-0.20000000298023224,1.0,0.2607421576976776,-0.20000000298023224,806.2017132154082,0.00390625,1024,397.50390625,113,56.983567818002484,110,4,3.9453125,2
111,0.15239781141281128,0.40948864817619324,-0.015901129692792892,5e-07,1.0,0.29316407442092896,-0.20000000298023224,1.0,0.29316407442092896,-0.20000000298023224,822.1414791968891,0.00390625,1024,402.6953125,32,56.55900009499965,111,6,3.96875,2
112,0.13913613557815552,0.3606469929218292,-0.0050430456176400185,5e-07,1.0,0.2568359375,-0.20000000298023224,1.0,0.2568359375,-0.20000000298023224,858.2887226807532,0.00390625,616,390.8515625,28,52.79167581100046,112,4,3.96875,2
113,0.16254344582557678,0.4088636040687561,0.02142815664410591,5e-07,1.0,0.24472656846046448,-0.20000000298023224,1.0,0.24472656846046448,-0.20000000298023224,815.7961058248816,0.00390625,1024,407.3125,1,57.015471964001335,113,6,3.953125,2
114,0.14741390943527222,0.3719246983528137,0.07937243580818176,5e-07,1.0,0.27617186307907104,-0.20000000298023224,1.0,0.27617186307907104,-0.20000000298023224,787.3489625301614,0.01171875,1024,403.875,1,58.95860947199981,114,4,3.9609375,2
115,0.14562682807445526,0.4505999684333801,0.032159268856048584,5e-07,1.0,0.23613281548023224,-0.20000000298023224,1.0,0.23613281548023224,-0.20000000298023224,821.1180467333469,0.00390625,770,391.25390625,41,55.165332414999284,115,4,3.953125,2
116,0.13680699467658997,0.2580857276916504,0.07212378829717636,5e-07,1.0,0.22597654163837433,-0.20000000298023224,1.0,0.22597654163837433,-0.20000000298023224,807.6337700569786,0.0078125,1024,412.078125,289,57.71799264499714,116,4,3.984375,2
117,0.12645086646080017,0.4188552498817444,0.16725972294807434,5e-07,1.0,0.2884765863418579,-0.20000000298023224,1.0,0.2884765863418579,-0.20000000298023224,813.9345591243134,0.01953125,1024,412.875,19,57.585710637999,117,6,3.9296875,2
118,0.1493506282567978,0.44356054067611694,0.02396758645772934,5e-07,1.0,0.29179689288139343,-0.20000000298023224,1.0,0.29179689288139343,-0.20000000298023224,802.37297717188,0.00390625,1024,396.57421875,25,57.23865497299994,118,6,3.9765625,2
119,0.13210394978523254,0.4297347962856293,0.0058493176475167274,5e-07,1.0,0.25371092557907104,-0.20000000298023224,1.0,0.25371092557907104,-0.20000000298023224,832.7345412600561,0.00390625,809,393.078125,59,54.51557219099777,119,4,3.984375,2
120,0.13216707110404968,0.4712739586830139,0.133691668510437,5e-07,1.0,0.2720703184604645,-0.20000000298023224,1.0,0.2720703184604645,-0.20000000298023224,828.6266514342049,0.015625,1024,416.98046875,73,56.95659187199999,120,4,3.921875,2
121,0.14906515181064606,0.3746163547039032,0.045049265027046204,5e-07,1.0,0.28535160422325134,-0.20000000298023224,1.0,0.28535160422325134,-0.20000000298023224,817.815828985935,0.00390625,1024,406.640625,77,57.270840621997195,121,4,3.96875,2
122,0.1269151270389557,0.4051801562309265,0.03322891145944595,5e-07,1.0,0.2861328125,-0.20000000298023224,1.0,0.2861328125,-0.20000000298023224,821.6548389637021,0.00390625,1024,411.04296875,7,57.0066015299999,122,4,3.9765625,2
123,0.11244349181652069,0.29053208231925964,0.02422570250928402,5e-07,1.0,0.2503906190395355,-0.20000000298023224,1.0,0.2503906190395355,-0.20000000298023224,810.9876015126841,0.00390625,1024,407.30859375,288,57.3063631469995,123,6,3.984375,2
124,0.11804673820734024,0.46664246916770935,0.04675840586423874,5e-07,1.0,0.3128906488418579,-0.20000000298023224,1.0,0.3128906488418579,-0.20000000298023224,793.5743810457125,0.00390625,1024,393.6015625,32,57.21643879199837,124,4,3.96875,2
125,0.11512152850627899,0.4315001368522644,0.03731432557106018,5e-07,1.0,0.28496095538139343,-0.20000000298023224,1.0,0.28496095538139343,-0.20000000298023224,808.3467223905642,0.0078125,1024,408.17578125,1,57.323483495998516,125,4,3.9765625,2
126,0.1259666234254837,0.40397435426712036,0.022487511858344078,5e-07,1.0,0.28632813692092896,-0.20000000298023224,1.0,0.28632813692092896,-0.20000000298023224,774.9620052642568,0.00390625,1024,402.58984375,89,59.33677998100029,126,4,3.9921875,2
127,0.14085347950458527,0.3961261808872223,0.09324677288532257,5e-07,1.0,0.2759765684604645,-0.20000000298023224,1.0,0.2759765684604645,-0.20000000298023224,829.4839921710344,0.01171875,1024,414.60546875,1,57.09181906699814,127,4,3.9453125,2
128,0.13658909499645233,0.36872318387031555,0.043664753437042236,5e-07,1.0,0.2539062798023224,-0.20000000298023224,1.0,0.2539062798023224,-0.20000000298023224,804.439273035826,0.00390625,1024,401.73046875,1,57.2992288480018,128,4,3.953125,2
129,0.14779002964496613,0.4618508815765381,0.06180015951395035,5e-07,1.0,0.228515625,-0.20000000298023224,1.0,0.228515625,-0.20000000298023224,811.2843014452089,0.0078125,1024,406.9296875,55,57.46998914800133,129,4,3.96875,2
130,0.1083969697356224,0.47745442390441895,0.08589837700128555,5e-07,1.0,0.21992188692092896,-0.20000000298023224,1.0,0.21992188692092896,-0.20000000298023224,805.5290105669196,0.01171875,1024,402.203125,1,57.33002709300126,130,4,3.9296875,2
131,0.1301867663860321,0.40814733505249023,0.048228491097688675,5e-07,1.0,0.2767578065395355,-0.20000000298023224,1.0,0.2767578065395355,-0.20000000298023224,828.455399288084,0.01171875,1024,414.2890625,33,56.864256108998234,131,4,3.921875,2
132,0.1132531613111496,0.4324849247932434,0.051280003041028976,5e-07,1.0,0.24921874701976776,-0.20000000298023224,1.0,0.24921874701976776,-0.20000000298023224,784.1583530576579,0.00390625,1024,401.8828125,1,58.76045293700008,132,4,3.953125,2
133,0.13664956390857697,0.45735183358192444,0.006868118420243263,5e-07,1.0,0.28867191076278687,-0.20000000298023224,1.0,0.28867191076278687,-0.20000000298023224,870.8752879688647,0.00390625,695,403.42578125,84,53.24327218899998,133,4,3.984375,2
134,0.14330607652664185,0.43994930386543274,0.007782993838191032,5e-07,1.0,0.2650390863418579,-0.20000000298023224,1.0,0.2650390863418579,-0.20000000298023224,812.5486904303199,0.00390625,1024,402.34375,30,56.84705488299733,134,4,3.9609375,2
135,0.11989516764879227,0.4186534881591797,-0.0040009887889027596,5e-07,1.0,0.2744140625,-0.20000000298023224,1.0,0.2744140625,-0.20000000298023224,781.4140549539711,0.00390625,1024,395.61328125,1,58.452045635000104,135,4,3.96875,2
136,0.10978276282548904,0.37408509850502014,0.052382055670022964,5e-07,1.0,0.28398439288139343,-0.20000000298023224,1.0,0.28398439288139343,-0.20000000298023224,786.9284485507662,0.0078125,1024,408.765625,1,59.3421169180001,136,4,3.953125,2
137,0.08703115582466125,0.36650350689888,0.10473209619522095,5e-07,1.0,0.34199219942092896,-0.20000000298023224,1.0,0.34199219942092896,-0.20000000298023224,811.4641309310556,0.01171875,1024,412.25390625,257,57.673836976999155,137,4,3.96875,2
138,0.10115785896778107,0.29941678047180176,0.0083279674872756,5e-07,1.0,0.3310546875,0.0,1.0,0.3310546875,0.0,865.3144883773688,0.00390625,619,394.57421875,1,52.71002694699928,138,4,3.9921875,2
139,0.10875439643859863,0.35700681805610657,0.019013002514839172,5e-07,1.0,0.34238284826278687,-0.20000000298023224,1.0,0.34238284826278687,-0.20000000298023224,817.3917530042199,0.00390625,1024,411.9765625,141,57.31462279600237,139,6,3.9765625,2
140,0.11486772447824478,0.2716389000415802,0.013067755848169327,5e-07,1.0,0.2984375059604645,-0.20000000298023224,1.0,0.2984375059604645,-0.20000000298023224,829.8826993136065,0.00390625,1024,421.84375,136,57.12373572700017,140,4,3.984375,2
141,0.10673089325428009,0.30833473801612854,0.026808077469468117,5e-07,1.0,0.2548828125,-0.20000000298023224,1.0,0.2548828125,-0.20000000298023224,817.6369271597504,0.00390625,1024,413.0625,1,57.403229283001565,141,4,3.953125,2
142,0.0923023596405983,0.35702696442604065,0.02994457259774208,5e-07,1.0,0.3203124701976776,-0.20000000298023224,1.0,0.3203124701976776,-0.20000000298023224,822.7986315319398,0.00390625,1024,416.9453125,132,57.42535073500039,142,4,3.984375,2
143,0.10892397165298462,0.3358341455459595,0.021202420815825462,5e-07,1.0,0.24101562798023224,-0.20000000298023224,1.0,0.24101562798023224,-0.20000000298023224,812.8867244603526,0.00390625,1024,406.25,1,57.0128636690024,143,4,3.9609375,2
144,0.10119283944368362,0.37292003631591797,0.01680298149585724,5e-07,1.0,0.2607421576976776,-0.20000000298023224,1.0,0.2607421576976776,-0.20000000298023224,811.0013075244548,0.00390625,1024,398.15625,31,56.50915673599957,144,4,3.953125,2
145,0.12923015654087067,0.37696465849876404,0.041264139115810394,5e-07,1.0,0.224609375,-0.20000000298023224,1.0,0.224609375,-0.20000000298023224,810.8905939101695,0.00390625,1024,401.77734375,105,57.04191212399746,145,4,3.9453125,2
146,0.09252333641052246,0.36014628410339355,0.04305838420987129,5e-07,1.0,0.28144532442092896,-0.20000000298023224,1.0,0.28144532442092896,-0.20000000298023224,780.165268231356,0.0078125,1024,404.70703125,51,59.33133899300083,146,4,3.96875,2
147,0.09337931126356125,0.4271777272224426,0.01491675153374672,5e-07,1.0,0.30039066076278687,-0.20000000298023224,1.0,0.30039066076278687,-0.20000000298023224,880.3768430729323,0.00390625,657,412.66015625,254,53.14457140500235,147,4,3.984375,2
148,0.10551755875349045,0.29904118180274963,0.006656531244516373,5e-07,1.0,0.27167966961860657,-0.20000000298023224,1.0,0.27167966961860657,-0.20000000298023224,802.6741954690251,0.0078125,1024,426.0,1,59.41763204699964,148,4,3.9765625,2
149,0.09839119762182236,0.2495608627796173,-0.018743716180324554,5e-07,1.0,0.25507813692092896,-0.20000000298023224,1.0,0.25507813692092896,-0.20000000298023224,864.5755276825666,0.00390625,782,401.9921875,1,53.29262571599975,149,6,3.984375,2
150,0.10889066755771637,0.37437835335731506,0.053198736160993576,5e-07,1.0,0.30781251192092896,-0.20000000298023224,1.0,0.30781251192092896,-0.20000000298023224,805.9156974251584,0.00390625,1024,402.94140625,154,57.207286255001236,150,4,3.9765625,2
151,0.10472568869590759,0.2709539532661438,0.025071602314710617,5e-07,1.0,0.2591796815395355,-0.20000000298023224,1.0,0.2591796815395355,-0.20000000298023224,809.1482962652723,0.00390625,1024,409.54296875,244,57.824690746998385,151,4,3.984375,2
152,0.1035856381058693,0.3068126142024994,0.058797437697649,5e-07,1.0,0.2646484375,-0.20000000298023224,1.0,0.2646484375,-0.20000000298023224,820.2453427502754,0.0078125,1024,415.5625,36,57.25360151700079,152,4,3.9765625,2
153,0.10589803755283356,0.2975671589374542,0.003570766653865576,5e-07,1.0,0.25898438692092896,-0.20000000298023224,1.0,0.25898438692092896,-0.20000000298023224,858.5150533033045,0.00390625,797,421.64453125,1,55.13735585399991,153,6,3.9921875,2
154,0.09466347098350525,0.2928197681903839,0.05536077544093132,5e-07,1.0,0.2792969048023224,-0.20000000298023224,1.0,0.2792969048023224,-0.20000000298023224,822.0826002800611,0.0078125,1024,416.2421875,257,57.13841891799893,154,4,3.984375,2
155,0.08314850926399231,0.2702409029006958,-0.011863057501614094,5e-07,1.0,0.2574218809604645,0.15000000596046448,1.0,0.2574218809604645,0.15000000596046448,903.399864080846,0.00390625,801,432.9609375,276,53.45196730700263,155,4,4.0,4
156,0.09141862392425537,0.2930261790752411,0.0037302784621715546,5e-07,1.0,0.2650390565395355,-0.20000000298023224,1.0,0.2650390565395355,-0.20000000298023224,829.6400949860065,0.00390625,1024,416.9609375,1,56.60828145099731,156,4,3.96875,2
157,0.09785173088312149,0.34952136874198914,0.032715968787670135,5e-07,1.0,0.21855469048023224,-0.20000000298023224,1.0,0.21855469048023224,-0.20000000298023224,821.3845189742121,0.00390625,1024,419.5546875,1,57.37446824400104,157,4,3.9765625,2
158,0.09510450065135956,0.24888837337493896,0.006049002520740032,5e-07,1.0,0.27324220538139343,-0.20000000298023224,1.0,0.27324220538139343,-0.20000000298023224,883.1563075610749,0.00390625,766,415.58203125,3,53.27058143300019,158,4,3.9921875,2
159,0.0931682214140892,0.30864420533180237,0.014701131731271744,5e-07,1.0,0.2914062738418579,-0.20000000298023224,1.0,0.2914062738418579,-0.20000000298023224,894.566103141345,0.00390625,686,422.92578125,1,53.175779668999894,159,4,3.9765625,2
160,0.07810022681951523,0.3587524890899658,0.00579936895519495,5e-07,1.0,0.27128908038139343,-0.20000000298023224,1.0,0.27128908038139343,-0.20000000298023224,893.9435898575455,0.00390625,745,423.6484375,197,53.388715509001486,160,4,3.9765625,2
161,0.09703647345304489,0.34000346064567566,0.015814656391739845,5e-07,1.0,0.33359378576278687,-0.20000000298023224,1.0,0.33359378576278687,-0.20000000298023224,798.8113452490294,0.0078125,1024,418.296875,61,59.038971191999735,161,4,3.984375,2
162,0.10116023570299149,0.35014790296554565,0.062098026275634766,5e-07,1.0,0.26191407442092896,-0.20000000298023224,1.0,0.26191407442092896,-0.20000000298023224,801.8772182333195,0.01171875,1024,425.09375,148,59.512851737003075,162,4,3.96875,2
163,0.13618122041225433,0.2967526912689209,0.008609199896454811,5e-07,1.0,0.3167968988418579,-0.20000000298023224,1.0,0.3167968988418579,-0.20000000298023224,823.2353214746219,0.00390625,1024,411.375,1,56.62900847900164,163,4,3.953125,2
164,0.07971604913473129,0.26971426606178284,-0.02318766713142395,5e-07,1.0,0.28789064288139343,-0.20000000298023224,1.0,0.28789064288139343,-0.20000000298023224,877.9081729740702,0.00390625,609,409.9765625,1,53.18836461200044,164,4,3.96875,2
165,0.08313718438148499,0.2206583470106125,0.009417088702321053,5e-07,1.0,0.2607421875,-0.20000000298023224,1.0,0.2607421875,-0.20000000298023224,868.7714436836326,0.00390625,924,411.875,127,53.8691739240021,165,4,3.9765625,2
166,0.09208367019891739,0.2499498426914215,0.01600062847137451,5e-07,1.0,0.28496095538139343,-0.20000000298023224,1.0,0.28496095538139343,-0.20000000298023224,892.2481302111452,0.00390625,755,420.05859375,180,53.03989820499919,166,4,3.9921875,2
167,0.07636420428752899,0.2569669187068939,0.014207153581082821,5e-07,1.0,0.2906250059604645,-0.20000000298023224,1.0,0.2906250059604645,-0.20000000298023224,857.5456109935828,0.00390625,726,416.66015625,177,54.94664003399885,167,4,3.9921875,2
168,0.0830351859331131,0.2773798108100891,0.0005008801817893982,5e-07,1.0,0.27070310711860657,-0.20000000298023224,1.0,0.27070310711860657,-0.20000000298023224,881.8676102857196,0.00390625,823,416.83984375,145,53.38528079599928,168,4,3.9765625,2
169,0.09774157404899597,0.2986055314540863,0.029167383909225464,5e-07,1.0,0.2660156190395355,0.05000000074505806,1.0,0.2660156190395355,0.05000000074505806,854.5292986533993,0.00390625,864,416.6171875,275,55.063647406997916,169,4,4.0,4
170,0.08193938434123993,0.23304687440395355,-0.010945876128971577,5e-07,1.0,0.26953125,-0.20000000298023224,1.0,0.26953125,-0.20000000298023224,844.6685556116133,0.00390625,741,411.609375,12,55.418187037997996,170,4,3.96875,2
171,0.1280725747346878,0.520998477935791,0.066457599401474,5e-07,1.0,0.23046875,-0.20000000298023224,1.0,0.23046875,-0.20000000298023224,827.0444969908219,0.0078125,1024,417.0078125,1,56.89476221800214,171,4,3.96875,2
172,0.08123715966939926,0.2313063144683838,1.3420358300209045e-05,5e-07,1.0,0.2701171934604645,-0.20000000298023224,1.0,0.2701171934604645,-0.20000000298023224,847.3158812491428,0.00390625,852,413.578125,1,55.243860095000855,172,4,3.953125,2
173,0.08424071967601776,0.2752053737640381,0.006973368115723133,5e-07,1.0,0.30644533038139343,-0.20000000298023224,1.0,0.30644533038139343,-0.20000000298023224,857.740135045856,0.00390625,865,418.80859375,1,55.09331797499908,173,4,3.984375,2
174,0.093107670545578,0.30548563599586487,-0.008564328774809837,5e-07,1.0,0.3275390863418579,-0.20000000298023224,1.0,0.3275390863418579,-0.20000000298023224,877.3205545004711,0.00390625,714,405.76953125,24,52.82362274800107,174,4,3.984375,2
175,0.07619456201791763,0.26698753237724304,-0.017683545127511024,5e-07,1.0,0.2652343511581421,-0.20000000298023224,1.0,0.2652343511581421,-0.20000000298023224,891.8088511429993,0.00390625,782,417.87109375,1,53.00771565499963,175,4,3.9765625,2
176,0.07844547182321548,0.36637869477272034,-0.0013167615979909897,5e-07,1.0,0.32050782442092896,-0.20000000298023224,1.0,0.32050782442092896,-0.20000000298023224,879.4912071454884,0.00390625,784,409.55859375,29,52.884837985999184,176,4,3.9921875,2
177,0.09155590087175369,0.32036104798316956,0.03031742572784424,5e-07,1.0,0.29609376192092896,-0.20000000298023224,1.0,0.29609376192092896,-0.20000000298023224,856.4134352006926,0.00390625,1024,410.62109375,201,54.5387870859995,177,4,3.984375,2
178,0.07974591851234436,0.31412050127983093,0.03821612149477005,5e-07,1.0,0.3130859434604645,-0.20000000298023224,1.0,0.3130859434604645,-0.20000000298023224,827.4389875173121,0.0078125,1024,418.20703125,1,57.11146164599995,178,4,3.96875,2
179,0.0796036645770073,0.2859640419483185,0.00690690241754055,5e-07,1.0,0.24199220538139343,-0.20000000298023224,1.0,0.24199220538139343,-0.20000000298023224,817.2737913909357,0.00390625,1024,410.4765625,33,57.32901323099941,179,6,3.96875,2
180,0.08329570293426514,0.33461660146713257,0.07419639825820923,5e-07,1.0,0.2826171815395355,-0.20000000298023224,1.0,0.2826171815395355,-0.20000000298023224,798.18886646572,0.0078125,1024,424.55078125,277,59.571427261998906,180,4,3.9921875,2
181,0.08104346692562103,0.21936002373695374,0.009044338017702103,5e-07,1.0,0.31367188692092896,-0.20000000298023224,1.0,0.31367188692092896,-0.20000000298023224,822.7067420443974,0.00390625,1024,417.85546875,27,57.39074154500122,181,4,3.9765625,2
182,0.08298128843307495,0.3083327114582062,0.009963706135749817,5e-07,1.0,0.23593752086162567,-0.20000000298023224,1.0,0.23593752086162567,-0.20000000298023224,783.8035227490045,0.00390625,1024,410.62890625,27,59.747434963999694,182,4,3.9765625,2
183,0.09283968061208725,0.21560484170913696,-0.01862088218331337,5e-07,1.0,0.2470703125,-0.20000000298023224,1.0,0.2470703125,-0.20000000298023224,856.787607511956,0.00390625,839,417.6484375,121,55.03756075199999,183,4,3.984375,2
184,0.06709028035402298,0.2887929379940033,-0.01109464280307293,5e-07,1.0,0.2865234315395355,0.0,1.0,0.2865234315395355,0.0,842.6355679283072,0.00390625,770,403.62890625,1,54.92795671299973,184,4,3.9921875,2
185,0.07895728200674057,0.28773972392082214,0.00484098494052887,5e-07,1.0,0.2818359434604645,-0.20000000298023224,1.0,0.2818359434604645,-0.20000000298023224,815.5564723677421,0.00390625,1024,409.3828125,1,57.00586234699949,185,4,3.9765625,2
186,0.08969464898109436,0.2336059957742691,0.03289395570755005,5e-07,1.0,0.31660157442092896,-0.20000000298023224,1.0,0.31660157442092896,-0.20000000298023224,874.7513550730631,0.00390625,765,405.19140625,31,52.71012126200003,186,4,3.9921875,2
187,0.07719648629426956,0.24220696091651917,0.0005936985835433006,5e-07,1.0,0.2533203363418579,0.0,1.0,0.2533203363418579,0.0,844.0334114265423,0.00390625,991,407.09375,29,54.948061737999524,187,4,3.984375,2
188,0.07918098568916321,0.23711015284061432,0.0382719561457634,5e-07,1.0,0.3304687738418579,-0.20000000298023224,1.0,0.3304687738418579,-0.20000000298023224,824.4326182429486,0.00390625,1024,418.4296875,95,57.275147726002615,188,4,3.9765625,2
189,0.09179216623306274,0.27492469549179077,0.020023908466100693,5e-07,1.0,0.24765625596046448,-0.20000000298023224,1.0,0.24765625596046448,-0.20000000298023224,860.0855174121407,0.00390625,884,422.48046875,43,55.17445537599997,189,4,3.984375,2
190,0.07043622434139252,0.3255890905857086,0.004346874542534351,5e-07,1.0,0.2226562649011612,-0.20000000298023224,1.0,0.2226562649011612,-0.20000000298023224,843.5890144419417,0.00390625,954,407.76953125,252,55.1029579620008,190,4,3.9921875,2
191,0.0770447701215744,0.31533128023147583,-0.012789467349648476,5e-07,1.0,0.2835937440395355,-0.20000000298023224,1.0,0.2835937440395355,-0.20000000298023224,859.8588777250694,0.00390625,860,419.26171875,48,55.050603332998435,191,4,3.9921875,2
192,0.07492318749427795,0.25874432921409607,0.013138768263161182,5e-07,1.0,0.3208984434604645,-0.20000000298023224,1.0,0.3208984434604645,-0.20000000298023224,884.5271143301101,0.00390625,675,414.828125,44,53.07016510799804,192,4,3.9921875,2
193,0.09472426772117615,0.40634632110595703,0.036816902458667755,5e-07,1.0,0.31230470538139343,-0.20000000298023224,1.0,0.31230470538139343,-0.20000000298023224,820.9887898845432,0.00390625,1024,415.25,217,57.18226677200073,193,4,3.9765625,2
194,0.10566949099302292,0.30129945278167725,0.05156900733709335,5e-07,1.0,0.2923828065395355,-0.20000000298023224,1.0,0.2923828065395355,-0.20000000298023224,844.5261750690776,0.00390625,1024,433.14453125,291,57.17791991000195,194,4,3.9921875,2
195,0.08276423066854477,0.25029489398002625,0.021801894530653954,5e-07,1.0,0.2679687738418579,-0.10000000149011612,1.0,0.2679687738418579,-0.10000000149011612,820.1573324795826,0.00390625,1024,417.8046875,12,57.38837920000151,195,6,4.0,2
196,0.0918351411819458,0.3178149163722992,-0.000995514914393425,5e-07,1.0,0.24628904461860657,-0.20000000298023224,1.0,0.24628904461860657,-0.20000000298023224,875.786367152347,0.00390625,781,405.1875,81,52.79598054300004,196,4,3.9609375,2
197,0.08357090502977371,0.39677953720092773,0.04822287708520889,5e-07,1.0,0.3169921636581421,-0.20000000298023224,1.0,0.3169921636581421,-0.20000000298023224,823.3841756169654,0.00390625,1024,420.4765625,183,57.672349561999,197,4,3.9765625,2
198,0.07295852154493332,0.2885305881500244,0.023634592071175575,5e-07,1.0,0.283203125,-0.20000000298023224,1.0,0.283203125,-0.20000000298023224,855.9060300375138,0.00390625,1024,417.8671875,40,55.17019198699927,198,4,3.984375,2
199,0.07540678977966309,0.25292375683784485,-0.016225744038820267,5e-07,1.0,0.24785158038139343,-0.20000000298023224,1.0,0.24785158038139343,-0.20000000298023224,857.8334231796761,0.00390625,853,414.9765625,20,54.97162820400263,199,4,3.9609375,2
200,0.08318789303302765,0.36014416813850403,-0.02715061604976654,5e-07,1.0,0.2935546934604645,-0.20000000298023224,1.0,0.2935546934604645,-0.20000000298023224,751.0519049037727,0.00390625,892,407.26171875,2,61.88620213399918,200,6,3.984375,2
